EventID,EventType,StartDateTime,EndDateTime,EnteredOn,EventAgency,ParkingHeld,Borough,CommunityBoard(s),PolicePrecinct(s),Category,SubCategoryName,Country,ZipCode(s)
494341,Shooting Permit,6/27/19 6:00,6/27/19 20:00,6/25/19 15:31,"Mayor's Office of Film, Theatre & Broadcasting","HICKS STREET between ORANGE STREET and CLARK STREET,  SMITH STREET between DOUGLASS STREET and BALTIC STREET,  CLINTON STREET between AMITY STREET and WARREN STREET",Brooklyn,"2, 6","76, 84",Commercial,Commercial,United States of America,"11201, 11231"
494221,Shooting Permit,6/27/19 6:00,6/27/19 22:00,6/25/19 10:16,"Mayor's Office of Film, Theatre & Broadcasting","WEST   45 STREET between 6 AVENUE and 7 AVENUE,  WEST   44 STREET between 6 AVENUE and BROADWAY",Manhattan,5,"14, 18",Commercial,Commercial,United States of America,10036
492657,Shooting Permit,6/27/19 6:00,6/27/19 20:00,6/17/19 12:59,"Mayor's Office of Film, Theatre & Broadcasting",5 AVENUE between EAST   90 STREET and EAST   91 STREET,Manhattan,"11, 64, 8","19, 22, 23",Still Photography,Not Applicable,United States of America,"10028, 10029, 10128"
494113,Shooting Permit,6/27/19 4:00,6/28/19 1:00,6/24/19 16:38,"Mayor's Office of Film, Theatre & Broadcasting","ST JOHNS PLACE between CLASSON AVENUE and FRANKLIN AVENUE,  ST JOHNS PLACE between FRANKLIN AVENUE and BEDFORD AVENUE,  PARK PLACE between ROGERS AVENUE and BEDFORD AVENUE,  BEDFORD AVENUE between PARK PLACE and STERLING PLACE,  BEDFORD AVENUE between STERLING PLACE and ST JOHNS PLACE,  STERLING PLACE between BEDFORD AVENUE and FRANKLIN AVENUE,  ST JOHNS PLACE between BEDFORD AVENUE and FRANKLIN AVENUE,  FRANKLIN AVENUE between LINCOLN PLACE and EASTERN PARKWAY,  LINCOLN PLACE between FRANKLIN AVENUE and CLASSON AVENUE,  EASTERN PARKWAY between FRANKLIN AVENUE and CLASSON AVENUE,  WASHINGTON AVENUE between EASTERN PARKWAY and PRESIDENT STREET",Brooklyn,"55, 8, 9","71, 77, 78",Television,Cable-episodic,United States of America,"11216, 11225, 11238"
485996,Theater Load in and Load Outs,6/27/19 0:01,7/1/19 6:00,5/20/19 7:56,"Mayor's Office of Film, Theatre & Broadcasting","WEST   55 STREET between 11 AVENUE and 12 AVENUE,  WEST   56 STREET between 11 AVENUE and 12 AVENUE",Manhattan,4,18,Theater,Theater,United States of America,10019
494389,Shooting Permit,6/26/19 18:00,6/27/19 6:00,6/25/19 17:08,"Mayor's Office of Film, Theatre & Broadcasting","MCCLEAN AVENUE between HASTINGS STREET and LILY POND AVENUE,  CONGER STREET between MCCLEAN AVENUE and CEDAR AVENUE,  RAILROAD AVENUE between MCCLEAN AVENUE and CEDAR AVENUE,  MCCLEAN AVENUE between CONGER STREET and FLORIDA AVENUE,  MCCLEAN AVENUE between CONGER STREET and FLORIDA AVENUE,  OCEAN AVENUE between MCCLEAN AVENUE and CEDAR AVENUE,  OCEAN AVE between CEDAR AVENUE and ROBIN ROAD,  MCCLEAN AVENUE between OCEAN AVENUE and LILY POND AVENUE,  FLORIDA AVENUE between MCCLEAN AVENUE and MAJOR AVENUE,  HASTINGS STREET between MCCLEAN AVENUE and MCFARLAND AVENUE,  RAILROAD AVENUE between MCCLEAN AVENUE and CEDAR AVENUE",Staten Island,2,122,Film,Feature,United States of America,10305
493706,Shooting Permit,6/26/19 14:00,6/27/19 4:00,6/21/19 15:27,"Mayor's Office of Film, Theatre & Broadcasting","WOOSTER STREET between BROOME STREET and SPRING STREET,  WOOSTER STREET between SPRING STREET and PRINCE STREET,  SPRING STREET between THOMPSON STREET and MERCER STREET,  SPRING STREET between WEST BROADWAY and GREENE STREET,  BROOME STREET between WEST BROADWAY and BROADWAY,  BROOME STREET between WOOSTER STREET and GREENE STREET",Manhattan,2,1,Film,Feature,United States of America,"10012, 10013"
493288,Shooting Permit,6/26/19 13:00,6/27/19 6:00,6/19/19 18:15,"Mayor's Office of Film, Theatre & Broadcasting","Queens Plaza South between 21 Street and 23 Street,  22 Street between Queens Plaza South and 43 Avenue,  AMSTERDAM AVENUE between WEST  162 STREET and WEST  166 STREET,  W 165 STREET between SAINT NICHOLAS AVENUE and AMSTERDAM AVENUE,  WEST  164 STREET between SAINT NICHOLAS AVENUE and AMSTERDAM AVENUE,  WEST  164 STREET between AMSTERDAM AVENUE and EDGECOMBE AVENUE,  WEST  155 STREET between AMSTERDAM AVENUE and BROADWAY,  WEST  163 STREET between AMSTERDAM AVENUE and SAINT NICHOLAS AVENUE,  WEST  163 STREET between AMSTERDAM AVENUE and EDGECOMBE AVENUE,  WEST  162 STREET between AMSTERDAM AVENUE and EDGECOMBE AVENUE,  EDGECOMBE AVENUE between WEST  165 STREET and WEST  162 STREET,  SAINT NICHOLAS AVENUE between WEST  164 STREET and WEST  162 STREET,  SAINT NICHOLAS AVENUE between WEST  165 STREET and WEST  164 STREET",Queens,"12, 2, 9","108, 30, 33",Television,Episodic series,United States of America,"10032, 11101"
493959,Shooting Permit,6/26/19 12:00,6/27/19 3:00,6/24/19 10:03,"Mayor's Office of Film, Theatre & Broadcasting","GARNET STREET between SMITH STREET and COURT STREET,  SMITH STREET between GARNET STREET and WEST    9 STREET,  SMITH STREET between HUNTINGTON STREET and LUQUER STREET,  SMITH STREET between LUQUER STREET and 5 STREET,  NELSON STREET between COURT STREET and SMITH STREET,  DENNETT PLACE between NELSON STREET and LUQUER STREET,  LUQUER STREET between SMITH STREET and COURT STREET,  UNION STREET between BOND STREET and NEVINS STREET,  BOND STREET between UNION STREET and DEGRAW STREET,  5 STREET between HOYT STREET and SMITH STREET",Brooklyn,6,76,Film,Feature,United States of America,"11217, 11231"
494087,Shooting Permit,6/26/19 11:00,6/27/19 3:00,6/24/19 15:41,"Mayor's Office of Film, Theatre & Broadcasting","WEST   27 STREET between 11 AVENUE and 10 AVENUE,  WEST   28 STREET between 11 AVENUE and 10 AVENUE,  11 AVENUE between WEST   29 STREET and WEST   25 STREET,  11 AVENUE between WEST   28 STREET and WEST   27 STREET,  WEST   27 STREET between 11 AVENUE and 12 AVENUE",Manhattan,4,10,Television,Cable-episodic,United States of America,10001
493726,Shooting Permit,6/26/19 10:30,6/27/19 3:00,6/21/19 16:02,"Mayor's Office of Film, Theatre & Broadcasting","CANAL STREET between WATER STREET and BROAD STREET,  FAIRWAY AVENUE between PARK HILL LANE and OSGOOD AVENUE,  FAIRWAY AVENUE between KIMBERLY LANE and PARK HILL LANE,  PARK HILL LANE between PARK HILL CIRCLE and FAIRWAY AVENUE,  OSGOOD AVENUE between FAIRWAY AVENUE and PARK HILL CIRCLE,  OSGOOD AVENUE between PARK HILL AVENUE and FAIRWAY AVENUE",Staten Island,"1, 3","120, 123",Television,Episodic series,United States of America,"10304, 10309"
493336,Theater Load in and Load Outs,6/26/19 10:00,6/26/19 15:00,6/20/19 5:50,"Mayor's Office of Film, Theatre & Broadcasting",WEST   67 STREET between CENTRAL PARK WEST and COLUMBUS AVENUE,Manhattan,7,20,Television,Morning Show,United States of America,10023
494306,Shooting Permit,6/26/19 10:00,6/26/19 23:00,6/25/19 14:20,"Mayor's Office of Film, Theatre & Broadcasting","STARR AVENUE between VAN DAM STREET and BORDEN AVENUE,  REVIEW AVENUE between 35 STREET and BORDEN AVENUE",Queens,2,108,Television,Cable-other,United States of America,11101
494230,Shooting Permit,6/26/19 8:00,6/26/19 23:00,6/25/19 10:44,"Mayor's Office of Film, Theatre & Broadcasting","HENDRICKSON STREET between FLATLANDS AVENUE and AVENUE P,  FLATLANDS AVENUE between FLATBUSH AVENUE and HENDRICKSON STREET,  FLATLANDS AVENUE between HENDRICKSON STREET and COLEMAN STREET,  FLATBUSH AVENUE between FLATLANDS AVENUE and TROY AVENUE,  FLATBUSH AVENUE between LOTT PLACE and TROY AVENUE,  LOTT PLACE between FLATBUSH AVENUE and HARDEN STREET,  AVENUE M between FLATBUSH AVENUE and HARDEN STREET,  BAUGHMAN PLACE between FLATBUSH AVENUE and TROY AVENUE,  AVENUE P between FLATBUSH AVENUE and HENDRICKSON STREET",Brooklyn,18,63,Film,Feature,United States of America,11234
493562,Shooting Permit,6/26/19 8:00,6/26/19 23:00,6/21/19 7:26,"Mayor's Office of Film, Theatre & Broadcasting","DELANCEY STREET between BOWERY and FORSYTHE STREET,  KENMARE STREET between ELIZABETH STREET and MOTT STREET,  DELANCEY STREET between FORSYTH STREET and ELDRIDGE STREET,  FORSYTH STREET between DELANCEY STREET and GRAND STREET,  BROOME STREET between FORSYTHE STREET and ELDRIDGE STREET",Manhattan,"2, 3",5,Film,Feature,Canada,"10002, 10012"
494288,Shooting Permit,6/26/19 8:00,6/26/19 21:00,6/25/19 13:14,"Mayor's Office of Film, Theatre & Broadcasting",DEBROSSES STREET between GREENWICH STREET and HUDSON STREET,Manhattan,"1, 3","1, 5",Still Photography,Not Applicable,United States of America,"10002, 10013"
493678,Shooting Permit,6/26/19 7:00,6/26/19 20:00,6/21/19 14:31,"Mayor's Office of Film, Theatre & Broadcasting","6 AVENUE between WEST   58 STREET and CENTRAL PARK SOUTH,  6 AVENUE between WEST   57 STREET and WEST   58 STREET",Manhattan,"5, 64","18, 22",Still Photography,Not Applicable,United States of America,"10019, 10023"
491105,Theater Load in and Load Outs,6/26/19 7:00,6/26/19 19:00,6/10/19 14:57,"Mayor's Office of Film, Theatre & Broadcasting",ASHLAND PLACE between LAFAYETTE AVENUE and HANSON PLACE,Brooklyn,2,88,Theater,Theater,United States of America,11217
494009,Shooting Permit,6/26/19 7:00,6/26/19 23:00,6/24/19 12:16,"Mayor's Office of Film, Theatre & Broadcasting","EAST  140 STREET between LOCUST AVENUE and WALNUT AVENUE,  WALNUT AVENUE between EAST  139 STREET and EAST  140 STREET,  EAST  139 STREET between WALNUT AVENUE and LOCUST AVENUE",Bronx,1,40,Television,Episodic series,United States of America,10454
493251,Shooting Permit,6/26/19 7:00,6/26/19 21:00,6/19/19 15:50,"Mayor's Office of Film, Theatre & Broadcasting","NORTH    8 STREET between WYTHE AVENUE and BERRY STREET,  NORTH    7 STREET between WYTHE AVENUE and BERRY STREET,  NORTH    5 STREET between KENT AVENUE and DEAD END,  KENT AVENUE between NORTH    4 STREET and NORTH    5 STREET,  BEDFORD AVENUE between NORTH   12 STREET and LORIMER STREET",Brooklyn,1,94,Television,Cable-episodic,United States of America,"11222, 11249"
494216,Shooting Permit,6/26/19 7:00,6/26/19 22:00,6/25/19 9:51,"Mayor's Office of Film, Theatre & Broadcasting","AUDUBON AVENUE between WEST  174 STREET and WEST  176 STREET,  WEST  175 STREET between ST NICHOLAS AVENUE and AMSTERDAM AVENUE,  WEST  174 STREET between AUDUBON AVENUE and AMSTERDAM AVENUE,  WEST  174 STREET between ST NICHOLAS AVENUE and AUDUBON AVENUE,  WEST  174 STREET between AUDUBON AVENUE and AMSTERDAM AVENUE,  WEST  176 STREET between ST NICHOLAS AVENUE and AUDUBON AVENUE,  WEST  176 STREET between AUDUBON AVENUE and AMSTERDAM AVENUE,  ST NICHOLAS AVENUE between WEST  173 STREET and WEST  174 STREET,  ST NICHOLAS AVENUE between WEST  174 STREET and WEST  175 STREET,  ST NICHOLAS AVENUE between WEST  175 STREET and WEST  176 STREET,  WADSWORTH AVENUE between WEST  174 STREET and WEST  175 STREET,  ST NICHOLAS AVENUE between WEST  178 STREET and WEST  179 STREET,  ST NICHOLAS AVENUE between WEST  179 STREET and WEST  180 STREET,  ST NICHOLAS AVENUE between WEST  179 STREET and WEST  180 STREET,  WEST  179 STREET between ST NICHOLAS AVENUE and AUDUBON AVENUE",Manhattan,12,"33, 34",Film,Feature,United States of America,10033
493400,Shooting Permit,6/26/19 6:30,6/26/19 22:30,6/20/19 12:25,"Mayor's Office of Film, Theatre & Broadcasting","HENDRICKSON STREET between FLATLANDS AVENUE and AVENUE P,  FLATLANDS AVENUE between FLATBUSH AVENUE and HENDRICKSON STREET,  FLATBUSH AVENUE between KINGS HIGHWAY and QUENTIN ROAD,  LOTT PLACE between FLATBUSH AVENUE and HARDEN STREET,  AVENUE M between FLATBUSH AVENUE and HARDEN STREET,  BAUGHMAN PLACE between FLATBUSH AVENUE and TROY AVENUE,  AVENUE P between FLATBUSH AVENUE and HENDRICKSON STREET",Brooklyn,18,63,Film,Feature,United States of America,11234
494101,Shooting Permit,6/26/19 6:00,6/26/19 20:00,6/24/19 16:19,"Mayor's Office of Film, Theatre & Broadcasting","REVIEW AVENUE between 35 STREET and 30 STREET,  STARR AVENUE between VAN DAM STREET and 34 STREET",Queens,2,108,Television,Cable-episodic,United States of America,11101
494077,Shooting Permit,6/26/19 6:00,6/26/19 20:00,6/24/19 15:23,"Mayor's Office of Film, Theatre & Broadcasting",BAYARD ST between UNION and LORIMER,Brooklyn,1,94,Commercial,PSA,United States of America,11211
472400,Shooting Permit,6/26/19 6:00,6/28/19 23:59,3/26/19 14:41,"Mayor's Office of Film, Theatre & Broadcasting","43 AVENUE between VERNON BOULEVARD and 9 STREET,  9 STREET between 43 AVENUE and 43 ROAD",Queens,2,108,WEB,Not Applicable,United States of America,11101
494379,Shooting Permit,6/26/19 6:00,6/26/19 20:00,6/25/19 16:40,"Mayor's Office of Film, Theatre & Broadcasting","WEST  154 STREET between AMSTERDAM AVENUE and ST NICHOLAS AVENUE,  ST NICHOLAS AVENUE between WEST  154 STREET and WEST  155 STREET,  ST NICHOLAS AVENUE between WEST  153 STREET and WEST  154 STREET,  AMSTERDAM AVENUE between WEST  151 STREET and WEST  152 STREET,  WEST  152 STREET between BROADWAY and AMSTERDAM AVENUE,  AMSTERDAM AVENUE between WEST  153 STREET and WEST  154 STREET,  AMSTERDAM AVENUE between WEST  154 STREET and WEST  155 STREET,  WEST  153 STREET between AMSTERDAM AVENUE and BROADWAY,  WEST  155 STREET between BROADWAY and AMSTERDAM AVENUE,  WEST  152 STREET between BROADWAY and AMSTERDAM AVENUE,  WEST  155 STREET between AMSTERDAM AVENUE and ST NICHOLAS AVENUE",Manhattan,"12, 9","30, 33",Film,Feature,United States of America,"10031, 10032"
493933,Shooting Permit,6/26/19 6:00,6/26/19 18:00,6/24/19 7:50,"Mayor's Office of Film, Theatre & Broadcasting",CLEVELAND PLACE between KENMARE STREET and BROOME STREET,Manhattan,2,"5, 6",Film,Feature,United States of America,"10011, 10012, 10014"
493511,Shooting Permit,6/26/19 1:00,6/26/19 19:00,6/20/19 16:45,"Mayor's Office of Film, Theatre & Broadcasting",GREENE AVENUE between MARCY AVENUE and TOMPKINS AVENUE,Brooklyn,3,79,Still Photography,Not Applicable,United States of America,"11205, 11216, 11221"
493544,Shooting Permit,6/25/19 18:00,6/25/19 22:00,6/20/19 20:40,"Mayor's Office of Film, Theatre & Broadcasting",BRIDGE STREET between YORK STREET and PROSPECT STREET,Brooklyn,2,84,Film,Feature,Canada,11201
492974,Shooting Permit,6/25/19 13:00,6/26/19 6:00,6/18/19 14:42,"Mayor's Office of Film, Theatre & Broadcasting","BRUCKNER BOULEVARD between EAST  138 STREET and EAST  134 STREET,  EAST  135 STREET between BRUCKNER BOULEVARD and WILLOW AVENUE,  WILLOW AVENUE between EAST  136 STREET and EAST  133 STREET,  EAST  135 STREET between WILLOW AVENUE and WALNUT AVENUE,  EAST  134 STREET between WILLOW AVENUE and WALNUT AVENUE,  AMSTERDAM AVENUE between WEST  162 STREET and WEST  166 STREET,  WEST  165 STREET between SAINT NICHOLAS AVENUE and AMSTERDAM AVENUE,  WEST  164 STREET between SAINT NICHOLAS AVENUE and AMSTERDAM AVENUE,  WEST  164 STREET between AMSTERDAM AVENUE and EDGECOMBE AVENUE,  WEST  163 STREET between SAINT NICHOLAS AVENUE and AMSTERDAM AVENUE,  WEST  163 STREET between AMSTERDAM AVENUE and EDGECOMBE AVENUE,  WEST  162 STREET between AMSTERDAM AVENUE and EDGECOMBE AVENUE,  EDGECOMBE AVENUE between WEST  165 STREET and WEST  162 STREET,  SAINT NICHOLAS AVENUE between WEST  164 STREET and WEST  162 STREET,  SAINT NICHOLAS AVENUE between WEST  165 STREET and WEST  164 STREET,  WEST  155 STREET between AMSTERDAM AVENUE and BROADWAY",Bronx,"1, 10, 12, 2, 9","30, 33, 40, 41, 43, 45",Television,Episodic series,United States of America,"10032, 10454, 10459, 10465, 10472, 10473, 10474"
493800,Shooting Permit,6/25/19 12:00,6/25/19 23:59,6/22/19 2:48,"Mayor's Office of Film, Theatre & Broadcasting","WEST   41 STREET between 7 AVENUE and 8 AVENUE,  WEST   49 STREET between 6 AVENUE and ROCKEFELLER PLAZA",Manhattan,5,"14, 18",Television,Talk Show,United States of America,"10020, 10036, 10112"
493665,Shooting Permit,6/25/19 12:00,6/26/19 1:30,6/21/19 14:05,"Mayor's Office of Film, Theatre & Broadcasting","27 STREET between 4 AVENUE and 5 AVENUE,  4 AVENUE between 27 STREET and 28 STREET,  5 AVENUE between 27 STREET and 28 STREET,  FORSYTH STREET between DIVISION STREET and CANAL STREET",Brooklyn,"2, 3, 7","5, 7, 72, 84",Film,Feature,United States of America,"10002, 11201, 11232"
493571,Shooting Permit,6/25/19 10:00,6/25/19 14:00,6/21/19 9:42,"Mayor's Office of Film, Theatre & Broadcasting",MORTON STREET between WASHINGTON STREET and WEST STREET,Manhattan,2,6,Still Photography,Not Applicable,United States of America,10014
493644,Shooting Permit,6/25/19 9:00,6/25/19 21:00,6/21/19 13:05,"Mayor's Office of Film, Theatre & Broadcasting","WEST   31 STREET between 7 AVENUE and 6 AVENUE,  WEST 45 STREET between 8 AVENUE and 9 AVENUE",Manhattan,"4, 5","14, 18",Film,Feature,United States of America,"10001, 10036, 10121"
493045,Theater Load in and Load Outs,6/25/19 9:00,6/25/19 17:00,6/18/19 17:21,"Mayor's Office of Film, Theatre & Broadcasting",ASHLAND PLACE between LAFAYETTE AVENUE and HANSON PLACE,Brooklyn,2,88,Theater,Theater,United States of America,11217
493463,Shooting Permit,6/25/19 9:00,6/25/19 23:00,6/20/19 14:37,"Mayor's Office of Film, Theatre & Broadcasting","KING STREET between HUDSON STREET and AVENUE OF THE AMERICAS,  VARICK STREET between WEST HOUSTON STREET and CHARLTON STREET,  AVENUE OF THE AMERICAS between WEST HOUSTON STREET and KING STREET,  AVENUE OF THE AMERICAS between KING STREET and CHARLTON STREET",Manhattan,2,1,Television,Cable-episodic,United States of America,10014
493457,Shooting Permit,6/25/19 9:00,6/26/19 0:00,6/20/19 14:26,"Mayor's Office of Film, Theatre & Broadcasting","PORT RICHMOND AVENUE between GROVE AVENUE and HARRISON AVENUE,  NEW STREET between PORT RICHMOND AVENUE and PARK AVENUE,  VREELAND STREET between PARK AVENUE and PORT RICHMOND AVENUE,  BENNETT STREET between PARK AVENUE and PORT RICHMOND AVENUE,  PARK AVENUE between ANN STREET and BENNETT STREET,  GROVE AVENUE between PORT RICHMOND AVENUE and MAPLE AVENUE,  CASTLETON AVENUE between PORT RICHMOND AVENUE and HEBERTON AVENUE",Staten Island,"1, 3","121, 123",Television,Episodic series,United States of America,"10302, 10309"
493651,Shooting Permit,6/25/19 8:00,6/25/19 22:00,6/21/19 13:37,"Mayor's Office of Film, Theatre & Broadcasting","BAY STREET between HOPE AVENUE and EVELYN PLACE,  EVELYN PLACE between BAY STREET and HOME AVENUE,  HOPE AVENUE between BAY STREET and HOME AVENUE,  CLIFF STREET between BAY STREET and DEAD END,  CLIFF STREET between BAY STREET and DEAD END,  MCCLEAN AVENUE between PEBBLE LANE and FLORIDA AVENUE,  RAILROAD AVENUE between MCCLEAN AVENUE and CEDAR AVENUE,  OCEAN AVENUE between MCCLEAN AVENUE and CEDAR AVENUE,  OCEAN AV between CEDAR AVENUE and ROBIN ROAD,  MCCLEAN AVENUE between FLORIDA AVENUE and LILY POND AVENUE,  FLORIDA AVENUE between MCCLEAN AVENUE and MAJOR AVENUE",Staten Island,"1, 2","120, 122",Film,Feature,United States of America,10305
493956,Shooting Permit,6/25/19 8:00,6/25/19 20:00,6/24/19 9:55,"Mayor's Office of Film, Theatre & Broadcasting","STARR AVENUE between VAN DAM STREET and BORDEN AVENUE,  REVIEW AVENUE between 35 STREET and BORDEN AVENUE",Queens,2,108,Television,Cable-other,United States of America,11101
494019,Shooting Permit,6/25/19 7:00,6/25/19 22:00,6/24/19 12:50,"Mayor's Office of Film, Theatre & Broadcasting","AUDUBON AVENUE between WEST  174 STREET and WEST  176 STREET,  WEST  175 STREET between ST NICHOLAS AVENUE and AMSTERDAM AVENUE,  WEST  174 STREET between AUDUBON AVENUE and AMSTERDAM AVENUE,  WEST  174 STREET between ST NICHOLAS AVENUE and AUDUBON AVENUE,  WEST  174 STREET between AUDUBON AVENUE and AMSTERDAM AVENUE,  WEST  176 STREET between ST NICHOLAS AVENUE and AUDUBON AVENUE,  WEST  176 STREET between AUDUBON AVENUE and AMSTERDAM AVENUE,  ST NICHOLAS AVENUE between WEST  173 STREET and WEST  174 STREET,  ST NICHOLAS AVENUE between WEST  174 STREET and WEST  175 STREET,  ST NICHOLAS AVENUE between WEST  175 STREET and WEST  176 STREET,  WADSWORTH AVENUE between WEST  174 STREET and WEST  175 STREET,  ST NICHOLAS AVENUE between WEST  178 STREET and WEST  179 STREET,  ST NICHOLAS AVENUE between WEST  179 STREET and WEST  180 STREET,  ST NICHOLAS AVENUE between WEST  179 STREET and WEST  180 STREET,  WEST  179 STREET between ST NICHOLAS AVENUE and AUDUBON AVENUE",Manhattan,12,"33, 34",Film,Feature,United States of America,10033
